"otu.1"	"otu.2"	"otu.3"	"otu.4"	"otu.5"	"otu.6"	"otu.7"	"otu.8"	"otu.9"	"otu.10"	"otu.11"	"otu.12"	"otu.13"	"otu.14"	"otu.15"	"otu.16"	"otu.17"	"otu.18"	"otu.19"	"otu.20"	"otu.21"	"otu.22"	"otu.23"	"otu.24"	"otu.25"	"otu.26"	"otu.27"	"otu.28"	"otu.29"	"otu.30"	"otu.31"	"otu.32"	"otu.33"	"otu.34"	"otu.35"	"otu.36"	"otu.37"	"otu.38"	"otu.39"	"otu.40"	"otu.41"	"otu.42"	"otu.43"	"otu.44"	"otu.45"	"otu.46"	"otu.47"	"otu.48"	"otu.49"	"otu.50"	"otu.51"	"otu.52"	"otu.53"	"otu.54"	"otu.55"	"otu.56"	"otu.57"	"otu.58"	"otu.59"	"otu.60"	"otu.61"	"otu.62"	"otu.63"	"otu.64"	"otu.65"	"otu.66"	"otu.67"	"otu.68"	"otu.69"	"otu.70"	"otu.71"	"otu.72"	"otu.73"	"otu.74"	"otu.75"	"otu.76"	"otu.77"	"otu.78"	"otu.79"	"otu.80"	"otu.81"	"otu.82"	"otu.83"	"otu.84"	"otu.85"	"otu.86"	"otu.87"	"otu.88"	"otu.89"	"otu.90"	"otu.91"	"otu.92"	"otu.93"	"otu.94"	"otu.95"	"otu.96"	"otu.97"	"otu.98"	"otu.99"	"otu.100"	"otu.101"	"otu.102"	"otu.103"
"sample.50"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000265001754578956	0.000418960759731131	0.000648985202774399	0.000984992873578901	0.00146476592822683	0.0021342250723321	0.00304683582295527	0.00426181639730462	0.00584086631365837	0.00784326057382379	0.0103193624945493	0.0133028881798826	0.0168025756715902	0.0207942196280131	0.0252142608062489	0.0299561986595201	0.0348709685882023	0.0397720673891925	0.0444456405738189	0.0486650327998855	0.0522085604196717	0.0548786303088844	0.0565199352912193	0.0570344024441684	0.0563908943991828	0.0546283291232238	0.0518517834956582	0.0482221231721685	0.0439405819423797	0.0392303450516684	0.0343174728644395	0.0294134059700259	0.0247008661764606	0.0203243139878448	0.0163853776646646	0.0129429675797147	0.0100172409019045	0.0075962494907106	0.00564400213875028	0.00410877128001665	0.00293071515706981	0.00204819877356352	0.00140251475985559	0.000940978339277122	0.000618569724077625	0.000398413953545927	0.000251430099985335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.51"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203189639669313	0.000324929786119603	0.000509113175608104	0.000781584603621113	0.00117564040066895	0.00173264606211515	0.00250196976363605	0.00353990091010194	0.00490723663619958	0.0066653006526488	0.0088703209564121	0.0115663351357342	0.0147770947086459	0.0184977620716226	0.0226874752467372	0.0272640265105854	0.032101894971958	0.0370346454224169	0.0418622493039324	0.0463632397523619	0.0503108713633458	0.0534917430611725	0.0557247986435149	0.056878366219005	0.056883009540462	0.0557384472041627	0.0535135808820823	0.0503396286482808	0.0463973150566774	0.0418998567776053	0.0370739683566501	0.0321412274910003	0.0273018885680329	0.0227226912871935	0.0185294997168116	0.0148048655202945	0.0115899640042066	0.0088898934296487	0.00668109842376942	0.00491967067555024	0.00354944982572652	0.00250912847052927	0.00173788727173681	0.00117938922016425	0.000784204901980357	0.000510903406955629	0.000326125600791648	0.000203970721853664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.52"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250485294343122	0.000396981630764859	0.000616446563819564	0.000937901667614802	0.001398157276678	0.00204216859815291	0.00292256384787987	0.00409801240729947	0.00563014237531911	0.0075788329264766	0.00999590537705915	0.0129175094160017	0.0163558185738802	0.020290961626953	0.0246643583639362	0.0293747285191651	0.0342779427040023	0.0391915538720403	0.0439043007187489	0.0481901738713698	0.051825890062622	0.0546099643402197	0.0563811414153447	0.0570338490523069	0.0565286152994374	0.0548960201388065	0.0522336314069223	0.0486963519313703	0.0444815059443193	0.0398106605930592	0.0349105051732925	0.0299950596481004	0.0252510925577317	0.0208279950122428	0.0168326155143188	0.0133288472007696	0.0103411877355067	0.00786113225517853	0.0058551311941068	0.00427292239945706	0.00305527444839905	0.00214048553690797	0.00146930249023872	0.000988204845246741	0.000651207795122206	0.00042046422447581	0.00026599615299111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.53"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000191796164860326	0.000307462009748819	0.000482925181614206	0.000743198953188845	0.00112064271965476	0.001655640746377	0.00239663493450682	0.00339918273479832	0.0047237182537584	0.00643176706578482	0.00858051739632254	0.0112158835637762	0.0143644947627407	0.0180253649269955	0.0221622895030547	0.0266982028753012	0.0315127483495123	0.0364441127111723	0.0412957471631078	0.0458479711949887	0.049873720177707	0.0531569743507017	0.0555118357681305	0.0567999264373941	0.0569438470535771	0.0559348763578083	0.0538338460204391	0.0507650690020957	0.0469041641417489	0.0424614351223473	0.0376629889865751	0.0327319399196653	0.0278718345130815	0.023253922003279	0.0190091945483778	0.0152253774087159	0.0119483865807578	0.00918728759073283	0.00692153157789747	0.00510921225445701	0.0036952390014061	0.00261859279261398	0.00181815226231307	0.00123688516434046	0.000824451965222121	0.000538441074144854	0.000344546508795588	0.000216020204410066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.54"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000236695119363969	0.000376046073698818	0.000585368922116376	0.000892801912302322	0.00133418916497819	0.00195351411840297	0.00280254468885612	0.00393935741679007	0.00542544134739882	0.00732118880516714	0.00967976888983928	0.0125396442908812	0.0159163064793963	0.019794120808849	0.0241194270594715	0.0287961618055376	0.0336851953647246	0.038608273675043	0.0433569319672643	0.0477060600143162	0.0514310516427876	0.0543267977353213	0.0562263194428899	0.0570166966392156	0.056650180224897	0.0551489676175108	0.0526029772506074	0.0491609323665289	0.0450159836003423	0.0403878025339853	0.035503449569115	0.0305793131739307	0.0258060627481045	0.0213379463309313	0.0172870279944722	0.0137222364808781	0.010672503622227	0.00813288384388101	0.00607239026974421	0.00444233830519667	0.00318420067254523	0.00223627947475229	0.00153882266042424	0.00103749954668339	0.000685368445482426	0.000443605725420522	0.000281324157727497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.55"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001809887668819	0.000290848442355825	0.000457950682656141	0.000706492452366436	0.00106790640090471	0.00158159651747623	0.00229506535810675	0.00326310660826078	0.00454573710143494	0.00620460608915365	0.00829776176344314	0.0108728790238794	0.0139593436071959	0.0175599100269182	0.0216429483252227	0.0261364985713683	0.0309253936727135	0.0358525388350242	0.0407250325698255	0.0453252087565665	0.0494259508592819	0.0528088974555773	0.0552835616857168	0.056705055124881	0.0569881273616529	0.0561156299696705	0.0541402362636505	0.0511791770027722	0.0474027236931912	0.0430179927595461	0.0382502110034323	0.033323788978233	0.0284453815404127	0.0237906330487826	0.0194956213268367	0.0156532676220318	0.0123143016363049	0.00949186191517694	0.00716852630407699	0.00530450913984728	0.00384589451481043	0.00273203577348497	0.00190156967327399	0.00129680581912868	0.000866511849542033	0.000567297551069488	0.000363901762331097	0.000228714793528972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.56"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000223557632298784	0.000356044954138257	0.000555593321453526	0.000849466086806588	0.0012725414025284	0.00186781837854886	0.00268617445598414	0.00378504138813565	0.00522569306907183	0.00706893535883975	0.00936916678446499	0.0121670355543415	0.0154812288824092	0.0193002499402241	0.0235753029461471	0.0282155472836886	0.0330869337687864	0.0380155618064595	0.0427959972796103	0.0472043190185938	0.0510149152626451	0.0540193618940916	0.0560452198622277	0.0569724048796316	0.0567449704322537	0.0553766963869948	0.052949706861466	0.0496063101347475	0.0455351881517673	0.0409537989607288	0.036089270212122	0.031160100748494	0.0263606705674992	0.0218499728450363	0.0177452530454901	0.0141205085849316	0.0110091890361421	0.00841002266129516	0.00629471179213821	0.00461627191185877	0.00331698693649541	0.00233524788502772	0.00161086468672113	0.0010887344920608	0.000720977564034888	0.000467798005415379	0.000297393744114979	0.000185243142036888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.57"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000275099327292467	0.000434215253031624	0.000671517707627734	0.00101752880104098	0.00151068111263247	0.00219753466961936	0.00313209927378694	0.00437393323427126	0.00598474468121246	0.00802335397206311	0.0105390902920877	0.0135639801380938	0.0171044066185019	0.021133222565485	0.0255835194373496	0.0303453183346792	0.0352663045954441	0.0401573511205285	0.0448029910996351	0.0489762813726206	0.0524567588110105	0.0550495718950921	0.0566035000239606	0.0570255488360205	0.0562901633139815	0.0544417893569537	0.0515904267564277	0.0479007923323966	0.0435765778515228	0.0388418934643756	0.0339222391416744	0.0290272222070952	0.0243367897891796	0.0199920786440088	0.0160912380412668	0.0126898887514158	0.00980534812667733	0.00742343768495227	0.00550660550320473	0.0040022084904969	0.00285004882952047	0.00198857392244234	0.00135946498550783	0.000910607368189398	0.000597628281182498	0.000384297863037559	0.000242126121402747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.58"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211124656342262	0.000337068266844132	0.000527270686608678	0.000808139313750608	0.00121360033802482	0.00178567323969054	0.00257433546144239	0.00363634545957013	0.00503271084598535	0.00682457592147596	0.0090674716752074	0.0118041193786964	0.0150562849581602	0.0188165026386994	0.023040761741324	0.0276434095227542	0.0324955004371913	0.0374275758196424	0.0422373843224881	0.0467023978516047	0.0505962337582714	0.0537073901515836	0.055858176584056	0.056921496276516	0.0568332783057497	0.0555988688238196	0.0532924947181943	0.0500498745373277	0.0460549995901935	0.0415228753574685	0.0366804710262748	0.0317482093569512	0.0269240516096668	0.0223716718556407	0.018213495971109	0.0145286424128534	0.0113551690167806	0.00869558927640006	0.00652441054538678	0.00479645518455609	0.00345490689590011	0.0024383113091702	0.0016860824381993	0.00114236609299879	0.000758348183325377	0.000493251988319413	0.000314344514287899	0.00019628168349605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.59"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000260080200077727	0.00041151570644342	0.000637973130808261	0.000969070131173485	0.00144226437063343	0.00210315552516269	0.00300493270823284	0.00420663624958924	0.00576994955434987	0.00775435929162562	0.0102107271388247	0.0131735938244985	0.0166528555309491	0.0206257622426082	0.0250304206006376	0.0297620700687106	0.0346732834213474	0.0395788937790623	0.0442658880126113	0.0485077976944148	0.0520823751698825	0.0547907004969082	0.0564754592861374	0.0570360626528366	0.0564385893940012	0.0547191838479113	0.0519804361220402	0.0483812488076804	0.04412158206723	0.0394241125768921	0.0345151387318342	0.0296069839131099	0.024883734526218	0.0204915022642452	0.0165336555140921	0.0130707593343322	0.0101244070875185	0.00768378540747434	0.00571370353999429	0.00416291003825116	0.00297175632619256	0.00207857745921403	0.00142447908838214	0.000956495189480688	0.000629283507200893	0.000405645587511629	0.00025620288166733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.60"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000199324990823953	0.000319009960564873	0.00050024595009006	0.000768598914186815	0.00115705179161497	0.00170664298130658	0.00246643347547992	0.00349247238369074	0.00484544203380221	0.00658674228690568	0.00877293250205166	0.0114486888316305	0.0146387354624838	0.0183395308241051	0.0225117743375997	0.0270749759550372	0.0319053328597482	0.0368379392560085	0.0416739073910495	0.0461923401365738	0.0501663557926286	0.0533816496639369	0.0556555238510137	0.0568540498894284	0.0569051254341008	0.0558056551441748	0.0536218612236332	0.0504826802931092	0.0465671622080348	0.0420875832262218	0.0372704855583224	0.0323379854007865	0.0274914544998689	0.0228991479104613	0.0186886432632912	0.0149442138356322	0.0117086067439978	0.0089882307512145	0.00676051926002319	0.00498221818689339	0.00359751222461799	0.00254518093437929	0.00176429779602081	0.00119829009414872	0.000797423250128788	0.00051993932525052	0.000332164553734393	0.000207917360192159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.61"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000245809484764073	0.000389889320852008	0.000605927817139443	0.000922650643031289	0.0013765453830339	0.00201224393373699	0.00288209018744978	0.00404456066724401	0.00556124449299606	0.00749220187193711	0.00988971553451066	0.0127907195406803	0.0162085065257415	0.020124628467088	0.0244821519900695	0.0291815365282804	0.0340803125189342	0.0389974157954716	0.0437224949927788	0.048029812549611	0.0516956135334151	0.0545171750438584	0.0563313086407437	0.0570299754636624	0.0565709375381139	0.0549819850130916	0.0523581509987252	0.048852302171063	0.0446604007182188	0.0400034127824138	0.0351081802119331	0.0301895362417163	0.0254355663224152	0.0209972891535222	0.0169832926609582	0.0134591429398372	0.0104508054892267	0.00795094906389188	0.00592686486282282	0.00432880404007365	0.00309775933735928	0.00217202225337063	0.00149216797042288	0.00100440300633647	0.000662422601086227	0.000428054558788157	0.000271019137582517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.62"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000188129929332092	0.000301831082513748	0.00047446794577469	0.000730779979951568	0.00110281649178966	0.00163063481383732	0.00236236508740104	0.00335331358619964	0.0046637812129325	0.00635534331471701	0.00848548579507278	0.0111007226707132	0.0142286154531574	0.0178694373745948	0.0219885181698582	0.0265104984884578	0.0313167490803467	0.0362470192540083	0.0411059577661847	0.0456745305387537	0.0497256260919274	0.0530424132923768	0.0554374362224117	0.0567701245811092	0.0569604490368429	0.0559968772593478	0.0539375307096286	0.0509043808268925	0.0470712905584808	0.042647531549336	0.0378589478376927	0.0329291126820161	0.0280626295815525	0.0234322259549181	0.0191705943089237	0.0153671897589022	0.0120695250059267	0.009288011637754	0.00700312970916217	0.0051736665799517	0.00374491143105408	0.00265595989051125	0.00184560314150661	0.00125658530513411	0.000838267212698198	0.000547910761344902	0.000350892453547121	0.000220178583453696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.63"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000232254195097316	0.000369291956942185	0.000575324644843591	0.000878199032734775	0.00131343860821933	0.00192470178518412	0.00276346499323876	0.00388759784808773	0.00535852851333733	0.00723680059685726	0.0095760082987005	0.0124153586161469	0.0157714226664857	0.0196299557333944	0.0239389235070215	0.0286039994556478	0.0334877333198124	0.0384132976267906	0.0431732037203599	0.0475426965394031	0.051296790240533	0.0542292276450451	0.0561711731490062	0.0570072927262701	0.0566870930577797	0.0552299695636329	0.0527232615205042	0.0493135854675475	0.0451926428261817	0.0405794116134248	0.0357010179440044	0.0307745917485701	0.0259920688463466	0.0215092983850575	0.0174400805811934	0.0138550334135467	0.0107845869196096	0.008225007448278	0.00614618929807377	0.00449999894080874	0.00322816510249841	0.00226900740086645	0.00156261839988837	0.001054403411852	0.000697103909840282	0.000451569999984989	0.000286608781350509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.64"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000285544712830888	0.000449966951701931	0.000694742648000744	0.00105100346740227	0.00155783402574518	0.00226242957398317	0.00321933225060905	0.00448841886149682	0.00613137395116342	0.00820652085532589	0.0107621043300639	0.013828407390117	0.0174094070842996	0.0214749738071247	0.0259548278320748	0.0307355160469488	0.0356615087784334	0.0405411221052748	0.0451573724427031	0.0492831444848262	0.0526993190331826	0.0552139025184313	0.05667985521682	0.0570093208864907	0.0561823434411835	0.0542488679937973	0.0513237472436636	0.0475754475127464	0.0432099987773128	0.038452313393513	0.0335272196552879	0.0286424031711109	0.0239749778564161	0.0196627303374604	0.0158003344150893	0.0124401489971801	0.00959669588344595	0.00725361882838479	0.00537185863124869	0.00389790515307226	0.0027712442621189	0.00193043504809402	0.0013175661479711	0.000881102654346304	0.000577321110592504	0.000370633964037103	0.000233136266876861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.65"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000219341121152579	0.000349614888610847	0.000546005008511892	0.000835487932014978	0.0012526235812299	0.00184008477757702	0.00264845092013	0.00373493349552481	0.00516072437014571	0.00698675159834319	0.00926780289617589	0.0120452306894934	0.0153387617739126	0.0191382547092018	0.0233965167754534	0.0280244390150043	0.032889668598877	0.0378197727124128	0.0426103575890304	0.0470379396405368	0.0508766197993764	0.053916917578052	0.0559846167134398	0.056957275904398	0.0567762308832472	0.0554524519005822	0.0530654432978459	0.0497553386690811	0.0457092845940148	0.0411439523955734	0.0362864465543332	0.0313559324510278	0.0265480023146878	0.0220232201830588	0.0179005610063573	0.0142557250525491	0.0111236887001095	0.00850442958610735	0.00637057158514188	0.00467571959004981	0.00336244634588574	0.00236918577012167	0.00163560984217722	0.00110636177463288	0.000733248961572904	0.00047614869486407	0.000302949742165647	0.00018885801620711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.66"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000270007707819324	0.000426526712076845	0.000660166002541018	0.00100114486153378	0.00148757043217728	0.00216568355933101	0.00308922335187835	0.00431758072094634	0.00591246346209546	0.00793292450501374	0.0104288163570334	0.0134330170487732	0.0169530935776437	0.0209633748377034	0.0253986297847664	0.0301506183224251	0.0350686465988404	0.0399648912337516	0.0446246797597716	0.0488211985397574	0.052333358763035	0.0549649234919016	0.056562616906442	0.0570308977221679	0.056341417448682	0.0545358613878454	0.0517217764394249	0.0480619664221816	0.0437589090319025	0.0390362673263088	0.0341198354714929	0.0292201486153816	0.024518548701633	0.0201578378162126	0.0162379044213345	0.0128160107239429	0.00991088851350637	0.00750946792834078	0.00557497071168204	0.00405520543948963	0.00289014730665341	0.00201819880143393	0.00138084444278599	0.000925683273353618	0.000608018681782881	0.000391298585459621	0.000246738249742932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.67"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000207122507150668	0.000330948740688423	0.000518120789466951	0.00079476393548989	0.00119448893746656	0.00175898833597518	0.00253793581551423	0.00358785726148202	0.00496965827190669	0.00674457740539374	0.00896849989694083	0.0116848117222371	0.0149162783064679	0.0186567539464684	0.0228638065718826	0.0274535074766465	0.0322986214245947	0.0372311954767137	0.0420500797790006	0.0465332637403362	0.0504541682750864	0.0536003265929138	0.0557923517099341	0.056900849074855	0.0568590597224826	0.055669516231726	0.0534037886430853	0.0501953557836647	0.0462265894247845	0.0417116159933515	0.0368772923273049	0.0319446315723607	0.0271127511889437	0.0225468637744076	0.0183711160440707	0.0146663413043471	0.0114721517100704	0.00879234706859276	0.00660239665214591	0.00485775097943828	0.00350191605591842	0.00247350653543346	0.00171181662635626	0.00116074885941663	0.000771180675353137	0.000502008254428239	0.000320186064034958	0.000200092513670107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.68"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000255241792252556	0.00040418988107115	0.000627127629862914	0.000953373950040158	0.00142006254978181	0.00207247125065426	0.00296351003717561	0.00415203626001128	0.00569970948215974	0.00766621773133967	0.0101029086624142	0.0130451341934409	0.016503935687336	0.0204580078791566	0.0248471171589225	0.0295682431778676	0.0344756038871074	0.0393853845641416	0.0440854365615771	0.0483495068289694	0.0519548145141384	0.0547011423572436	0.0564291931746964	0.0570358781827561	0.0564844978352583	0.0548084169933142	0.0521077226219231	0.0485393296125953	0.0443018948997667	0.0396175558021499	0.0347128204123476	0.0298008719895941	0.0250671459548043	0.0206593976426967	0.0166827356149053	0.0131993859231968	0.0102323888066653	0.00777207867607313	0.00578407865248881	0.00421762573785847	0.00301327476874886	0.00210933849567072	0.00144674060080148	0.000972236469168681	0.000640162150800897	0.000412995125655318	0.000261057819399039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.69"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000195527511188751	0.000313187838184575	0.000491517237452129	0.000755804484519163	0.00113872019567833	0.00168097567566563	0.00243132313375562	0.00344556766361279	0.00478427054854116	0.00650889890261707	0.00867633213227675	0.0113318719508848	0.0145012017749288	0.0181820639090177	0.0223367103059597	0.0268863650361638	0.0317089467828479	0.0366410905225066	0.0414850685217328	0.0460205791778427	0.0500206344179292	0.0532700566385909	0.0555845339619631	0.0568279024479554	0.0569254052592548	0.0558711336183379	0.0537286195863157	0.0506244979658869	0.0467361166374042	0.0422747808431837	0.0374668303224018	0.0325348935042623	0.0276814396331893	0.0230762270504603	0.0188485428525548	0.0150843849343239	0.0118280807026082	0.00908736137475724	0.00684066253130868	0.0050453974162315	0.00364610727489657	0.00258166775988291	0.00179105163977794	0.0012174544216611	0.000810838128019721	0.000529117908163257	0.0003383043687974	0.00021193349450465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.70"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000241213156977254	0.000382911334720053	0.000595569294781174	0.000907618257103164	0.0013552237213474	0.00198269364042914	0.00284208511236735	0.00399167701323422	0.00549301207598623	0.00740632152480993	0.0097843373273549	0.0126647645359249	0.0160620017806398	0.0199590132726341	0.0243005057030047	0.028988677543615	0.0338827259059001	0.0388029843905397	0.0435400339009618	0.0478684366498378	0.0515639967506732	0.0544227832124858	0.0562796996570033	0.0570242578027559	0.0566114604786558	0.0550663034955411	0.0524812700308862	0.0490071668033478	0.044838564753789	0.0401957981719263	0.0353058326568154	0.0303842910288207	0.0256205591284825	0.0211672747386189	0.0171347644043584	0.0135902728307853	0.0105612436212107	0.00804153198094201	0.00599928333601202	0.00438527467259214	0.00314073341601781	0.00220395233174967	0.00151534027559707	0.00102083366278698	0.000673808750369884	0.000435767821838906	0.000276128043768334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.71"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184527795368886	0.000296293680097491	0.000466143712307207	0.00071854524569218	0.00108523866180203	0.0016059545177935	0.00232850981601383	0.00330795621124077	0.00460445548029398	0.00627962416078122	0.00839123478188974	0.0109863882030453	0.014093564784568	0.0177142846446957	0.0218154024370862	0.026323260785835	0.031120960407306	0.036049823524275	0.0409157147640091	0.0455002715897757	0.0495763652600954	0.0529263840806045	0.0553613424376976	0.0567384997825722	0.056975209611244	0.0560571303863216	0.0540396639723891	0.0510424209570308	0.0472374817674927	0.0428330556034435	0.0380546931133409	0.0331263997442272	0.0282538151781177	0.0236111319813804	0.0193327379864181	0.0155098203920995	0.0121914965315646	0.00938953570175839	0.007085460202804	0.0052387642579417	0.00379512859232883	0.00269377292356294	0.00187340777364969	0.00127655784825391	0.000852286342846439	0.000557528927708125	0.000357343699995481	0.000224409739233892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.72"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000227847816463714	0.000362581531329261	0.000565331694230575	0.000863650117650525	0.00129273404480116	0.00189590854264467	0.00272434703144286	0.00383569723597366	0.00529130820276536	0.00715185408054982	0.00947133240000251	0.0122896739085881	0.0156245129324046	0.0194629856934898	0.0237546855733424	0.028407038278696	0.0332843035425271	0.0382111262807038	0.0429810529774713	0.0473697519247975	0.0511519291118927	0.0541202471366586	0.0561040706077508	0.0569856912992724	0.0567118894911403	0.0552992524391444	0.0528325108540174	0.049456125389908	0.0453602849414533	0.0407632034528991	0.0358920022526694	0.0309644887231608	0.0261738125562021	0.0216773859326423	0.0175907225470608	0.013986121445507	0.0108955148934753	0.00831639425358113	0.00621955378646703	0.00455743237899077	0.00327203609900186	0.00230172156471357	0.00158644249358052	0.00107135334261609	0.000708888565356569	0.000459578877973623	0.000291930181474709	0.000181691571514931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.73"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028027789605033	0.000442028090669644	0.000683042516371276	0.00103414741983788	0.00153410122017914	0.00222978210271977	0.00317546757532663	0.00443087794644831	0.00605771363139696	0.00811455182082374	0.0106501858030691	0.0136957770717904	0.0172565120640728	0.0213037573965033	0.0257689215576332	0.0305402878795032	0.0354639296525541	0.0403494328276353	0.0449805601391641	0.0491302678232923	0.0525787492879289	0.0551325675193104	0.056642580712263	0.0570183563186223	0.0562371369393812	0.054346121890903	0.0514577463543583	0.0477386147340177	0.0433936029240299	0.0386472374914634	0.0337246963897436	0.0288346370052012	0.0241555970176392	0.0198270412580372	0.0159453806846186	0.0125646015670793	0.00970061788726637	0.00733815568795698	0.00543890273991012	0.00394977640489004	0.00281041578991746	0.0019593205333159	0.00133837325720257	0.000895748021926541	0.000587396443572332	0.00037741018403053	0.000237592520372407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
